index,Country,Date,Rating,Review,Version,source,racism,bullying,sexual
638,US,02/15/2019,1,"Seriously, I would like to request then to put up an age range that people would like to talk to. I don't want a 50 year old man trying to be ""friends"" with me. Or men who are 30 and looking for action. So this is all I'm asking and maybe I'll leave a good review",4.18.0,skout,0.0,0.0,0.0
639,US,02/15/2019,2,Way too much ads than actual encounters,5.4.1,skout,0.0,0.0,0.0
640,US,02/15/2019,1,"Please Take Off My Purchased List ! This Is Disgusting , People Sending Me Inappropriate Pictures , Like No !",4,skout,0.0,0.0,0.0
642,US,02/14/2019,2,"It would be nice if there were actually people on the site to chat, talk to, and etc. I don't know the difference between the paid and unpaid version is. It would be nice to possibly have other ways to unlock features instead of downloading apps, buying offers, or general buying. It's hard on the phone after awhile in use. There is a lot of people on it but it is complete silent work other wise.",3.8.0,skout,0.0,0.0,0.0
644,US,02/14/2019,2,it's very slow at typing and how do you send pics,1.8,chat-for-strangers,0.0,0.0,0.0
645,US,02/14/2019,1,Everything is fake and everyone,6.5.0,skout,0.0,0.0,0.0
648,US,02/05/2019,1,Hey go to my website and you can buy photos and videos of me or somebody trying to scam money or come invest in this you’ll make great money! Such a waste of time!!!!!!!!!!!!!,5.2.3,skout,0.0,0.0,0.0
651,US,02/04/2019,2,To much adds other wise i would of govin u a 5,4.4.1,skout,0.0,0.0,0.0
654,US,02/03/2019,2,"Not bad other than there should be a filter on who can message you, like someone within so many miles or a certain age. Also it has a lot of glitches where the app will shut down randomly.. Otherwise not bad.",4.4.1,skout,0.0,0.0,0.0
658,US,02/03/2019,1,The boost feature really giving attention to people who are turning to spread hate,3.23.1,holla,0.0,0.0,0.0
659,US,02/03/2019,1,"Half of the people on this app are fake. Tons of people are rude and when I was rude back to those people they banned me from the site. I ""appealed"" my case and got no response. Needless to say I was far from happy with this app.",3.3.1,skout,0.0,1.0,0.0
661,US,02/02/2019,1,Don NOT get this all u til they bring 2p back,4.1.2,holla,0.0,0.0,0.0
662,US,02/02/2019,1,i only have 4 pictures on my profile and then there are 250 something others that are just the same video and it’s a glitch. i don’t know if it’s showing people on my profile though.,3.3.1,holla,0.0,0.0,0.0
668,US,01/29/2019,2,"I have not used this app in over a year, and it's worse now than it was then. It's even less organized. It was easier to display or organized  people in the meet feature before. It still doesn't do the best job or sorting people by distance. The current version is a step backwards. I've used the app in a few different cities , but only a few have active profiles from real people.",4.22.1,skout,0.0,0.0,0.0
669,US,01/29/2019,2,I like the app but they need to let us change our locations and give us people that are actually close to us. You put in 'near me' and it still gives you people that are 50 or at least almost 100 miles away. Sorry but that is no where near me. And I'm sick of the stupid random pop up videos. You shouldn't have to upgrade to get rid of them.,4.2,skout,0.0,0.0,0.0
683,US,01/26/2019,2,Site freeze a lot and very slow.  I hate this site shuts down I would not recommend this site,5.4.1,skout,0.0,0.0,0.0
685,US,01/26/2019,1,Overwhelming amount of ads.,5.8.2,skout,0.0,0.0,0.0
694,US,01/24/2019,1,Zero stars! 99% of hot females are fake. Most are scammers trying to get your money and credit cards. Dont waste your time. A criminal operation and owners should be jailed and fined.,4.17.3,skout,0.0,0.0,0.0
695,US,01/24/2019,1,Lots of bot accounts on top of that messaging is terrible and rarely ever works properly,4.23.2,skout,0.0,0.0,0.0
700,US,01/23/2019,1,All you guys care about is money. It would be nice if you would just give us more coin when we buy it. Just a little bit more but it’s not like you’d read this anyway. 😒,6.5.0,skout,0.0,0.0,0.0
702,US,01/23/2019,1,I’d give a Zero if we could. As far as I could tell there was nothing but VERY OBVIOUS bots on the service.,6.9.0,skout,0.0,0.0,0.0
704,US,01/23/2019,1,"I can’t use the app because I don’t have a active phone number, using a phone number should be an option not a requirement. If this changes then I’ll actually be able to use the app.",3.19.1,holla,0.0,0.0,0.0
705,US,01/23/2019,1,There are so many guys jacking off,4.2.3,holla,0.0,0.0,1.0
708,US,01/22/2019,1,Good,2.0.2,holla,0.0,0.0,0.0
711,US,01/21/2019,1,The worst dating site ever 22 months on this site haven’t met one real person but I’ve been ripped off and cheated more times than I care to the dirtiest people I’ve ever met like this site I give it a thumbs down a flapping zero,6.3.1,skout,0.0,0.0,0.0
717,US,01/20/2019,2,"Okay app, but every time you click to start a new conversation, you're inundated with ads, and it gets really irritating.",2.6,chat-for-strangers,0.0,0.0,0.0
723,US,01/19/2019,1,"“-Bug Fixes......” WHAT BUG FIXES?!?! Y’all say bug fixes every update but the app getting worse & worse! What’s with the kicking when trying to hold a live session, friends list not showing/being unseeable, not being able to see what friends are watching what live anymore, the constant crashing, the heavy comment lags, the terrible camera bugs that show you on some screens but not your own, etc?!?!?! What are you guys doing over there?! Lots of people would like the app more if y’all actually FIXED bugs, so please do better. Still a decently great app overall if you’re not having issues with it, so from a 1 to a 2-5/3.",2.67,holla,0.0,0.0,0.0
725,US,01/17/2019,1,Can I delete my account or something,2.4.5,holla,0.0,0.0,0.0
731,US,01/16/2019,2,No one wants to talk to me on skout,3.6.0,skout,0.0,0.0,0.0
733,US,01/16/2019,2,"I got banned over a meme, also I tried to contact them multiple times and they don’t respond",3.21,holla,0.0,0.0,0.0
749,US,01/12/2019,1,"I disabled notifications cause all my favorites were coming thru all the time, this one posted this, that one posted that. Enabled again - Now with “live” every streamer it send 2 notifications dafuq? Why? Notifications disabled again cause the other app that shares the network does the same thing 1 streamer and 4 notifications. I want to be notified of messages received but don’t want multiple notifications of one streamer going live once in a 5 min period. The other app is starting to get on my nerves too with the multiple notifications crap. Also why is it the app logs me off at least once a day sometimes twice? What gives???",6.9.0,skout,0.0,0.0,0.0
752,US,01/11/2019,2,"It could be great, but certain things are keeping it from...
Think there should be a filter of the type of people u want...I get 25 messages every time I log on, 4 or 5 times a day! No way I'm gonna respond to all of them and its frustrating cause y'all Dnt have a quick delete button! And bc I can't respond to all of them, a lot get mad and accuse me of being stuck up! There should be a search for what type of gay or girl ur looking for instead of just anyone that thinks they have a shot with u...just saying",3.3.0,skout,0.0,0.0,0.0
756,US,01/10/2019,1,Keeps crashing. The screen orientation on the iPad is wrong and it says my email address is invalid.  How can it be invalid when I haven't even signed up yet. Glad it was free or I'd be really p*ssed.,3.3.1,skout,0.0,0.0,0.0
757,US,01/10/2019,1,Not safe ir good and it's weird,4.17.6,skout,0.0,0.0,0.0
758,US,01/10/2019,2,Why do I have to sign in Everytime I come back to the app. That is very annoying.,6.8.0,skout,0.0,0.0,0.0
760,US,01/10/2019,1,For some reason I have people in other states instead of the one I’m in and I can’t change to see Who’s in my city I hate this app now you guys need to fix this location problem,6.2.0,skout,0.0,0.0,0.0
767,US,01/08/2019,2,"Through this app, I've met interesting people from around the world. I HATE the lack of safeguards against potentially underage users though. They really need to come up with a way to better enforce the age requirement. The idea of underage people coming into contact with with so many older people, some suspiciously old, on a dating app makes me nervous. It can be difficult to discern what is legitimate information, what profile is real, what pictures are real -- even the age or sex of a user. The app just leaves too much to go wrong.",4.19.1,skout,0.0,0.0,0.0
768,US,01/08/2019,1,Nothing but spam bot accounts,5.6.1,skout,0.0,0.0,0.0
771,US,01/07/2019,1,"My local buzz is feeding from people 200 miles away rather than less than 50. I'm not looking to talk over a long distance so this malfunction makes this app useless to me. 

Also, there needs to be a way to not only filter who you want to talk to, but who you want to talk to you. A main feature of this setting would be a maximum/minimum distance to narrow out the out of country messages one might get.

This app isn't very personalized and FOR SURE the local buzz glitch needs to be fixed. I'm not the only one with this problem.",3.6.0,skout,0.0,0.0,0.0
772,US,01/07/2019,1,Full of fake accounts spamming to another fake websites,6.12.0,skout,0.0,0.0,0.0
775,US,01/06/2019,1,There is zero regulation of this site; it is full of fake profiles of people pretending to be something they think you want for the purpose of taking.... please monitor your people!,5.5.2,skout,0.0,0.0,0.0
779,US,01/05/2019,1,"Honestly, Scout is horrible. Too many rude people on there and what's bad is that even after you block them, they can still contact you. I'm deleting my account.",3.3.1,skout,0.0,0.0,0.0
780,US,01/05/2019,1,You have to pay for everything just letting you know,3.34,holla,0.0,0.0,0.0
784,US,01/04/2019,1,There’s really no real people on this app mostly chat bots spamming kik or gmail but the few real people are just looking to play games and lie. Real waste of time anymore.,6.4.0,skout,0.0,0.0,0.0
785,US,01/03/2019,1,Too many fake profiles and women are never on here saying they are active.,5.8.2,skout,0.0,0.0,0.0
793,US,01/02/2019,1,It crashes when I hit start conversation,2.4,chat-for-strangers,0.0,0.0,0.0
796,US,01/01/2019,1,To many robots and fake profiles,5.7.1,skout,0.0,0.0,0.0
798,US,01/01/2019,1,There is no one near me. So no point.,3.6.0,skout,0.0,0.0,0.0
807,US,12/29/2018,1,Okay so I tried to get on skout and it kept saying login failed. And it said something about the connection. I have a lot of service but it won't let me do anything. Fix it or the ratings are going down😒😡😡😡😡😡😡😡😡😡,4.0.4,skout,0.0,0.0,0.0
811,US,12/29/2018,1,You say nudity isn’t allowed yet you allow men and women to show their private parts all the time. Need to pay more attention to your client base,5.01.1,skout,0.0,0.0,1.0
819,US,12/28/2018,1,I r8 8/8 m8,3.5,chat-for-strangers,0.0,0.0,0.0
821,US,12/27/2018,1,The stupid thing just banned me! I just signed up and it bans me!,4.0.3,skout,0.0,0.0,0.0
835,US,12/24/2018,1,So this app is a buggy peice of crap . Most of the time I message someone they're messages don't even pop up. Then I snap at them for not talking! I don't mind the ads. But these messages!.... Ugh don't get this app. It's BS don't waste your time on it..,4.3.0,skout,0.0,0.0,0.0
842,US,12/23/2018,1,"I went on this and all there was where pervs asking for nudes! Im only 14 and this made me want to stay away from the scary place of the internet! Even if i started to get close to someone they would later ask something like ""hey wanna trade nudes now that we're friends?"" It would be a great app if it had restrictions and plz dont put in a camera because i know some of these pervs will post nudes even to children so yeah overall summary...
•age limit
•message restrictions 
•NO CAMERA!",3.4,chat-for-strangers,0.0,0.0,1.0
849,US,12/22/2018,2,Keeps freezing up,4.21.2,skout,0.0,0.0,0.0
850,US,12/21/2018,1,"All that's on here, nothing but a waste of time.",5.01.1,skout,0.0,0.0,0.0
863,US,12/17/2018,1,"Most of the attractive women are from another country, or say they are somewhere in the USA.
This site is a scammers haven!",5.5.2,skout,0.0,0.0,0.0
864,US,12/17/2018,1,It takes long for everything to load in this app and always gets annoying,4.1.2,skout,0.0,0.0,0.0
866,US,12/16/2018,1,Full of porn bots and guys ZERO Stars,2.1,chat-for-strangers,0.0,0.0,0.0
868,US,12/16/2018,1,I was having such a good time talking to people and then boom get a notification saying ive been banned for inappropriate behavior when i have done nothing wrong.,3.0.2,holla,0.0,0.0,0.0
869,US,12/16/2018,1,"It randomly signed me out of my account and kept on giving me error messages , than I reset my password and it still did not work you just lost another user",4.0.4,skout,0.0,0.0,0.0
873,US,12/16/2018,1,"For the third time on this app everytime i cashout and reach the leaderboards my account is deleted a few hours later! This app will steal your money! I lost 1,600 dollars! STAY AWAY FROM THIS APP! I am contacting a lawyer!",6.4.0,skout,0.0,0.0,0.0
878,US,12/16/2018,2,The app is very good and a nice way to connect with people but I can’t even open the app after the last update or something. It used to be working fine idk what happened to it,3.11.1,holla,0.0,0.0,0.0
879,US,12/16/2018,1,"I hope everyone read what I’m going to say..........
This app is not secure enough..
Skout people are just looking for money but they can’t fixed it a lot of hack people are here to steal your money 💰 ..!!! You guys should do something about it you need to make it more safety at least ask for credit card 💳 that’s you know who is real and who’s not ..... stop acting like you stupid you guys know what you doing .. than do it right ! 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",5.7.1,skout,0.0,0.0,0.0
880,US,12/15/2018,1,"Wouldn't refer this app to anyone. You need points for everything. Can't view who's viewing you. Can't see who likes your picture.  Can't see who added you to their favorites. Can't specify an age range, all ages are in search. This is a very simple app, don't expect too much. It needs a lot of work. But it's something to do when bored.",3.8.0,skout,0.0,0.0,0.0
882,US,12/15/2018,2,To many bugs and fake profiles,3.7.1,skout,0.0,0.0,0.0
883,US,12/15/2018,1,I got blocked I can't believe it I didn't do anything against the rules. Not worth it. Don't waste your time it will block you for no reason. It also crashes about every 5 minutes.,3.3.0,skout,0.0,0.0,0.0
884,US,12/15/2018,2,Sometimes I’ll have a convo and it just disappears and reappears 10 days later,2.83,holla,0.0,0.0,0.0
886,US,12/14/2018,1,The problems is that it tells me I have 17 chats and I only have one when u go in to check!  If I have some chats there...they r not there!  The number keeps growing and it is driving me crazy!  I just might have to delete it if they don't fix it!,3.6.0,skout,0.0,0.0,0.0
887,US,12/14/2018,1,It was great.. Tons of people.. But then it was glitching and now it doesn't even work.. I'm sad :(,4.0.4,skout,0.0,0.0,0.0
889,US,12/14/2018,2,"This app is great besides the fact that 
1) It doesnt show where people are located, and
2) In the ""Meet"" tab, I have tried selecting ""Women in my state"" and ""Women near me"" But I still get people from around the world. Once these issues are fixed, my rating will definitely be 5 stars",4.22.2,skout,0.0,0.0,0.0
893,US,12/14/2018,2,"Ok so this app is alright, but the other day it says that I have been awarded 50 gems for being on the app for 3 consecutive days, but it never got added to my account and I emailed Holla support twice and I never got an email back from them and I still didn’t get my 50 gems. Holla really needs to improve because as of right now their customer service for people is terrible.",4.3.4,holla,0.0,0.0,0.0
894,US,12/13/2018,2,"This app is annoying...
You can’t paste any copied text, it doesn’t have that option.
Really dumb...",3.7,holla,0.0,0.0,0.0
896,US,12/13/2018,2,"The app used to work great, and I loved it. But now, it'll give me notifications about matches, messages, etc. But when I get on the app, the messages aren't there. It's really annoying, please fix.",2.17,holla,0.0,0.0,0.0
898,US,12/13/2018,2,Have to pay points to talk to people. Kicks you out of the app alot and freezes up.,3.7.1,skout,0.0,0.0,0.0
899,US,12/12/2018,1,"The Captcha is very annoying, especially when it's every single time, please make them go away",1.9,chat-for-strangers,0.0,0.0,0.0
902,US,12/12/2018,1,Give me my coins!!!!!!!,4.25.2,skout,0.0,0.0,0.0
914,US,12/09/2018,1,Horrible after the upgrade,2.8,chat-for-strangers,0.0,0.0,0.0
917,US,12/09/2018,2,"I met some pretty cool people on here but as soon as I exit the app, it logs me out and won't let me log back in saying that ""this user does not exist"" but when I tried to make a new account it says ""this email already exists"" Like what's up with that?",4.3.0,skout,0.0,0.0,0.0
920,US,12/08/2018,2,I always receive messages but they disappear and I can never see them again. Why? It's annoying.,4.18.0,skout,0.0,0.0,0.0
930,US,12/07/2018,1,"When I send a pic through message, the recipient never gets it",-,skout,0.0,0.0,0.0
931,US,12/06/2018,2,"All the guys just want nudes and are somehow worse than tinder. All the girls ghost you and just want you to add them on Snapchat. Why on earth would I download this app to add you on another platform?? This is a terrible app, not because of its features but because there is zero moderation. Half of the accounts are inactive and if you do get matched with someone they’ll never message you, ever.",3.33,holla,0.0,0.0,1.0
932,US,12/06/2018,2,"i enjoyed using this app for quite some time, meeting new people and everything. it worked great! recently, however, my photos have been appearing grainy when viewing my own profile, as well as other people’s profiles. i don’t know what happened for photos to do this, but i really despise the grainy photos. if this were to get fixed, i would rate five stars and gladly use it more often again.",2.95,holla,0.0,0.0,0.0
933,US,12/06/2018,1,This app is now full of crappy ppl .. The gals here r total fake I chatted with 6 gals back to back n all turned out to b asking to view their webcam. And pay by registering to a third party site. Scout Plz filter ur users well .. Not even worth putting any time in this app anymore.,4.21.2,skout,0.0,0.0,1.0
934,US,12/06/2018,1,"I created my account last week but I had to get a new phone and it has banned me from the app
I have no clue why and I'm only 13 I did nothing wrong",4.25.2,skout,0.0,0.0,0.0
937,US,12/05/2018,2,N/a!,6.6.0,skout,0.0,0.0,0.0
938,US,12/05/2018,2,"After I try to upload a profile photo, tries to load and never does anything else it’s stuck there.",2.67,holla,0.0,0.0,0.0
941,US,12/05/2018,1,I personally like this app cuz i get bored but it won't work you should get it fixed,1.8,chat-for-strangers,0.0,0.0,0.0
942,US,12/05/2018,2,This app is low key the mega gay,3.27,holla,0.0,0.0,0.0
943,US,12/05/2018,2,"I have a iphone 6, and it goes great tor awhile and all of a sudden it crashes constantly then will NOT load. I cant make friends worth a 💩. So please fix asap😥",2.4.6,holla,0.0,0.0,0.0
944,US,12/04/2018,1,It’s a nice app but really it’s too many ads. This is ridiculous and there has to be better control for the spammers for blocking them,5.8.2,skout,0.0,0.0,0.0
946,US,12/04/2018,1,"The app always has bugs. For the past 2 weeks I’ve been only able to see 10 messages , when there’s hundreds in my inbox.",6.3.1,skout,0.0,0.0,0.0
947,US,12/04/2018,1,Nothing but prostitutes and gold diggers. Have fun,6.6.0,skout,0.0,0.0,0.0
949,US,12/04/2018,1,Lot of prostitutes and fake profiles and scammers,6.4.1,skout,0.0,0.0,0.0
953,US,12/04/2018,2,It's literally almost all dudes....,3.3.0,skout,0.0,0.0,0.0
957,US,12/03/2018,1,"This site needs to update it is match section.  I don’t want to see people that are 85+ miles away from me.   We should be able to pick miles, age in the match section.    

Why would I want to see someone in London, Tokyo when I’m stateside",6.8.0,skout,0.0,0.0,0.0
958,US,12/03/2018,1,"Doesn't find people in the same city, or within 20 miles for that matter.  I'm in a major metro area and you would think it might find people within 10 miles or so. NOT!  Don't wan set your time unless you ... are just wasting time. Also, lots of spammer, scammers, phishing.",4.0.4,skout,0.0,0.0,0.0
959,US,12/03/2018,1,Title,2.29,holla,0.0,0.0,0.0
960,US,12/03/2018,1,"Unfriending people crash the app and it will randomly say all my ""new friends"" have not been viewed already and blow up my phone",2.28,holla,0.0,0.0,0.0
964,US,12/02/2018,1,Crashes every five seconds and it won't let me respond to any of my messages -_-,3.7.1,skout,0.0,0.0,0.0
965,US,12/02/2018,2,"Its a good app, Just to many ads! If I try to swipe to see someones picture, it takes me to a whole new webpage! I hate it!",4.18.0,skout,0.0,0.0,0.0
971,US,12/01/2018,2,Intriguing app. Today is my first day trying it out. I received an invite at random. Can't help but notice that some random cities are well represented. I don't know if the inconsistency in connection is personal or the app. We shall see. It would be interesting to know what one gains by paying for service.,5.00.1,skout,0.0,0.0,0.0
973,US,12/01/2018,1,"This app is beyond bad.   Bugs, scams, and false gender advertisement.  Maybe try a verification system for account creation?   This app is garbage and whoever developed it should be ashamed.",4.17.6,skout,0.0,0.0,0.0
974,US,12/01/2018,2,Great app but i cannot connect to the server. Its been like this for a week. If you fix this then i will give it 5 stars. Thankyou,2.5,chat-for-strangers,0.0,0.0,0.0
976,US,11/30/2018,1,Females are all picky and shallow,5.8.2,skout,0.0,0.0,0.0
22003,US,04/15/2018,1,I paid to talk female and then band me for no reason so I paid again after that happened again this time i did not do nothing wrong no nudity no fight no argue the only thing that says did is talk. The only thing is good is free but is only one thing I hate see dicks anytime I skip not only just see dicks I see all different guys to the old young hardly see female so any people want to talk not this app the only thing I’m going to say is rip off so don’t waste your time on this app go to another app or a website i think I’m done here so don’t get this app so please✌️,4.4.4,holla,,,1.0
